provided_interaction_type_label,provided_interaction_type_id,mapped_to_interaction_type_label,mapped_to_interaction_type_id,,,
St-Cyr L. & Campbell P. G. C. (2000). Metal concentrations in two freshwater gastropods (Mollusca) in the St. Lawrence River and relationships with environmental contamination. Canadian Journal of Fisheries and Aquatic Sciences 57(Suppl. 1),,ignore,,,,
St. Petersburg,,ignore,,,,
Stabilized dunes. Open habitat w/ few weeds. Assoc.,,ignore,,,,
Stabilized dunes. Open habitat with few weeds. Associates,,ignore,,,,
stabilized sand dunes. Associated species,,ignore,,,,
Stachys floridana & native plants,,ignore,,,,
Staphylea trifolia Herb layer,,ignore,,,,
steep slope. Assoc.,,ignore,,,,
steep slope. Assoc. species,,ignore,,,,
Stellaria pallida. At the latter site,,ignore,,,,
Stem,,ignore,,,,
Stem,,ignore,,,,
Stemps strongly glaucous. Vernacular name,,ignore,,,,
Stenorrhina freminvillii UTEP,,ignore,,,,
Stereocaulon arcticum is a known host to the lichenicolous fungus species,,ignore,,,,
Stereocaulon botryosum is a known host to the lichenicolous fungus species,,ignore,,,,
Stereocaulon capitellatum is a known host to the lichenicolous fungus species,,ignore,,,,
Stereocaulon depressum is a known host to the lichenicolous fungus species,,ignore,,,,
Stereocaulon glareosum is a known host to the lichenicolous fungus species,,ignore,,,,
Stereocaulon grande is a known host to the lichenicolous fungus species,,ignore,,,,
Stereocaulon groenlandicum is a known host to the lichenicolous fungus species,,ignore,,,,
Stereocaulon intermedium is a known host to the lichenicolous fungus species,,ignore,,,,
Stereocaulon myriocarpum is a known host to the lichenicolous fungus species,,ignore,,,,
Stereocaulon paschale is host to some lichenicolous fungi which infect various parts of the thallus. Most of these fungi have a Holarctic distribution. These fungi include,,ignore,,,,
Stereocaulon rivulorum is a known host to the lichenicolous fungus species,,ignore,,,,
Stereocaulon saxatile is a known host to the lichenicolous fungus species,,ignore,,,,
Stereocaulon subcoralloides is a known host to the lichenicolous fungus species,,ignore,,,,
Stereocaulon symphycheilum is a known host to the lichenicolous fungus species,,ignore,,,,
Stereocaulon tomentosum is a known host to the lichenicolous fungus species,,ignore,,,,
Stewart T. The Northwest Coast,,ignore,,,,
Stipa speciosa and Yucca schidigera. Annuals,,ignore,,,,
Stipa speciosa. and Xylorhiza tortifolia. Annuals,,ignore,,,,
Stirling Range File,,ignore,,,,
stomach contained,,ignore,,,,
Stomach Contents Of,,ignore,,,,
strain,,ignore,,,,
stream,,ignore,,,,
stream channel,,ignore,,,,
Stream channel,,ignore,,,,
streambed,,ignore,,,,
streams. New Zealand Journal of Marine and Freshwater Research 32(1),,ignore,,,,
streamside with gentle slopes,,ignore,,,,
Strees and shrubs,,ignore,,,,
Strings,,ignore,,,,
strings,,ignore,,,,
Strings,,ignore,,,,
strings with Betula glandulifera/Andromeda/ Tomenthypnum nitens. Edge zone progressively less patterned towards outer edge,,ignore,,,,
Stuckenia pectinata. Common name,,ignore,,,,
stump,,ignore,,,,
stunted Larix laricina. Other species collected here include,,ignore,,,,
styraciflua. Host common name,,ignore,,,,
Sub Alpine Forest with,,ignore,,,,
Sub Alpine Forest with,,ignore,,,,
Sub-canopy,,ignore,,,,
subalkaline in places. Associates,,ignore,,,,
Subcaducifolia con,,ignore,,,,
Subcaducifolia with,,ignore,,,,
subcanopy,,ignore,,,,
Subcanopy,,ignore,,,,
subcanopy includes,,ignore,,,,
subdominants,,ignore,,,,
subgroup,,ignore,,,,
Submerged aquatic herb. Growing in pools in the arroyo. Frequent. Flowers unisexual. Corrolla white with a burgundy center. Plants dioecious (?). Fruits present. The stream bottom varies from exposed bedrock to sand. Numerous small pools are present. Surrounding vegetation,,ignore,,,,
Submerged vegetation,,ignore,,,,
Subshrubs,,ignore,,,,
Subshrubs included,,ignore,,,,
substrate,,interactsWith,http://purl.obolibrary.org/obo/RO_0002437,,,
substrate,,interactsWith,http://purl.obolibrary.org/obo/RO_0002437,,,
Substratum,,ignore,,,,
subtended by a large orange bract. Calyx orange. Corolla tubular and orange. Fruit a globose (sometimes appearing slightly flattened) white berry. Nectary a truncate (slightly trilobed) dorsal gland. Label remarks,,ignore,,,,
subtended by an erect pecicel. Label remarks,,ignore,,,,
subtended by an erect pedicel. Corolla orangish-red and tubular. Label remarks,,ignore,,,,
Subulinidae). Invertebrate Reproduction & Development 53(4),,ignore,,,,
succulent and nearly quadrangular. Abaxial leaf surface uniformly green. Calyx light green. Corolla tubular and slightly curved. Label remarks,,ignore,,,,
sucessional species,,ignore,,,,
such as,,ignore,,,,
such as,,ignore,,,,
such as raised bogs. The development is just as in Piesma capitatum,,ignore,,,,
such as roads and bare land turned over during frost heave. It has been observed regrowing early in recently burned areas in Grand Teton National Park. It also grows in vegetated areas. Plants occurring in harsh conditions are smaller than those in more favorable sites.https,,ignore,,,,
suffused with red spots. Label remarks,,ignore,,,,
Sugar Maple & Red cedar saplings. Assoc. species,,ignore,,,,
Sugar Maple. Assoc. species,,ignore,,,,
suggesting that the state may harbor over 500000 acre of such old-growth forests. Quercus douglasii is not susceptible to the fungal disease known as sudden oak death.https,,ignore,,,,
superb fruit-dove and topknot pigeon. The leaves of Endiandra discolor provide food for the larvae of the Macleay's swallowtail butterfly.http,,ignore,,,,
surface,,ignore,,,,
Surface cover of water,,ignore,,,,
Surrounded by Pinus jefrreyi and Abies concolor forest. Associated species,,ignore,,,,
surrounding chaparral,,ignore,,,,
Surrounding forest,,ignore,,,,
Surrounding over story primarily,,ignore,,,,
Surrounding overstory,,ignore,,,,
Surrounding overstory primarily,,ignore,,,,
Surrounding rock,,ignore,,,,
surrounding slopes,,ignore,,,,
Sussex. Parasitology 83(1),,ignore,,,,
Sustrato,,ignore,,,,
Sustrato,,ignore,,,,
SW Amazonia,,ignore,,,,
SW Amazonia,,ignore,,,,
SW Indian populations  Kemp's ridley Critically Endangered Endangered,,ignore,,,,
SW Indian populations  Kemp's ridley Critically endangered Endangered,,ignore,,,,
Swamp Sparrow feed off of Rumex Britannica. Birds that are granivorous feed on grains. The swamp sparrow feeds on the seeds of the plant. Conservation efforts,,ignore,,,,
swamp with,,ignore,,,,
Sweeting C. J. & Tyler P. A. (2012). Microdistribution of faunal assemblages at deep-sea hydrothermal vents in the Southern Ocean. PLoS ONE 7,,ignore,,,,
Sycamore alluvial woodland. Associated species,,ignore,,,,
Sydney. Available from http,,ignore,,,,
symbiont,,symbiotically interacts with,http://purl.obolibrary.org/obo/RO_0002440,,,
symbiont,,symbiotically interacts with,http://purl.obolibrary.org/obo/RO_0002440,,,
symbiont,,symbiotically interacts with,http://purl.obolibrary.org/obo/RO_0002440,,,
symbiont of,,symbiotically interacts with,http://purl.obolibrary.org/obo/RO_0002440,,,
symbiont of,,symbiotically interacts with,http://purl.obolibrary.org/obo/RO_0002440,,,
Symbiont of,,symbiotically interacts with,http://purl.obolibrary.org/obo/RO_0002440,,,
Symbiosis,,ignore,,,,
syn.,,ignore,,,,
Syndesmis longicanalis are commensal symbionts of two common species of sea urchins,,ignore,,,,
synonym,,ignore,,,,
syns,,ignore,,,,
syns,,ignore,,,,
Syns.,,ignore,,,,
Syns.,,ignore,,,,
T. 2008. Kerivoula papillosa. In,,ignore,,,,
T. I. 1984. Winter sites and cold-hardiness of two gastropod species in a boreal river. Polar Biology 3(4),,ignore,,,,
T. J. and J. C. Rutherford. 2000. Thermal tolerances of two stream invertebrates exposed to diurnally varying temperature. New Zealand Journal of Marine and Freshwater Research 34(2),,ignore,,,,
T. J. Cox and N. Broekhuizen. 2005. Pathways of N and C uptake and transfer in stream food webs,,ignore,,,,
T. N. (1999). From flowering to dispersal,,ignore,,,,
T. R. 1982. Lepidoptera from Uromycladium galls on Acacia. Australian Journal of Zoology 30(2),,ignore,,,,
T1,,ignore,,,,
Taken from,,ignore,,,,
Taken off,,ignore,,,,
Takeo. Biannual reproductive cycles in the Japanese giant flying squirrel (Petaurista leucogenys). Journal of Mammalogy 91.4 (2010),,ignore,,,,
TALL and LOW SHRUBS (open),,ignore,,,,
TALL and LOW SHRUBS (open),,ignore,,,,
TALL SHRUB,,ignore,,,,
TALL SHRUB,,ignore,,,,
TALL SHRUBS,,ignore,,,,
TALL SHRUBS,,ignore,,,,
talus floodplain. Associated species,,ignore,,,,
Tamarix sp.,,ignore,,,,
Tamias amoenus (MSB,,ignore,,,,
Tamias striatus (NMU,,ignore,,,,
Tanganyika. Bulletin of the World Health Organization 27,,ignore,,,,
tangled up with,,ignore,,,,
Tantulum elegans are sequential hermaphrodites.Neusser T. P. & Schrödl M. (2007). Tantulum elegans reloaded,,ignore,,,,
tAsscociated species,,ignore,,,,
Taxilejeunea sp. (?)),,ignore,,,,
Taxus canadensis.. Assoc. species,,ignore,,,,
Tended by,,ignore,,,,
Tending,,ignore,,,,
Tentacular club of ''Onykia ingens'' Image,,ignore,,,,
Termite,,ignore,,,,
Tessaria sericea,,ignore,,,,
Tessaria sericea,,ignore,,,,
Tetraplasandra Asteraceae,,ignore,,,,
Texas. USA. 182 pp.McIvor C. C. & Smith T. J. III. (1995). Differences in the crab fauna of mangrove areas at a southwest Florida and a northeast Australia location,,ignore,,,,
thalle et médulle,,ignore,,,,
thalline margin,,ignore,,,,
Thallus,,ignore,,,,
that may have impact on the Earth's climate. Many predators depend on Limacina rangii as their food source,,ignore,,,,
the 2 hybrids adding the banding patterns of the parental taxa as expected (complete original photo that yielded lane 9 of HAO2 in the following citation shows that the TPI pattern of original field-collected 83-68-11 is indistinguishable from that of HAO2 in Figure 13 of The Pellaea glabella complex,,ignore,,,,
the animals cast off their larval shell.<br/><br/>Early juvenile stage Early juvenile stage (30-40% of development),,ignore,,,,
the ants provide the caterpillars with protection from predators. The adult butterfly has markings on its wings that look similar to the flower buds in color and shape. Adults feed on nectar from various flowering plants including members of the family Asteraceae. This creates a set of interactions like the one below,,ignore,,,,
The chocolate-chip nudibranch feeds on sponges. This species is undescribed,,ignore,,,,
The development of Cerithideopsilla conica non-planktotrophic. Parasites of Cerithideopsilla conica include,,ignore,,,,
The diet of this species is probably a ctenostome bryozoan.Okenia echinata. At,,ignore,,,,
the Dominant Gastropod at Gulf of Mexico Hydrocarbon Seeps. Invertebrate Biology 118(1),,ignore,,,,
The dominants,,ignore,,,,
the first herbivorous streptaxid (Gastropoda). Phelsuma 9,,ignore,,,,
The fish hosts for the glochidium larvae of this species are,,ignore,,,,
the flowers open at 7,,ignore,,,,
The flowers produce nectar and are pollinated principally by fungus gnats in the groups Mycetophilidae and Sciaridae.Journal of Ecology - Biological Flora of the British Isles,,ignore,,,,
the following additional associates were noted,,ignore,,,,
the following physico-chemical variables were measured or estimated,,ignore,,,,
The following plants intermixed,,ignore,,,,
the following species each exhibited 1-10% cover,,ignore,,,,
the following species were present at 1-10% cover,,ignore,,,,
the following were evident on this date,,ignore,,,,
the following were noted on this date,,ignore,,,,
the Gargano giant barn-owls must have lived in habitat not too different from that of the Caribbean giant barn-owls of the Quaternary,,ignore,,,,
The gecko found only from two localities,,ignore,,,,
The habitat of species in this genus includes slow-running freshwater streams. Parasites of Cleopatra include,,ignore,,,,
The herring gull (here,,ignore,,,,
the latter two typically occurring in the centipedes' microhabitat. The centipedes became active at approximately 20,,ignore,,,,
the litter size averaging 2.5 young and the gestation period being about 38 days. The young have several adaptations to the extreme cold in winter,,ignore,,,,
the long distances and inter-ocean travel these sea turtles swim throughout their lifetime offers the perfect mechanism for dispersal of barnacle larvae. Allowing the barnacle species to distribute themselves throughout global waters is a high fitness advantage of this commensalism.A free ride under the sea,,ignore,,,,
the long distances and inter-ocean travel these sea turtles swim throughout their lifetime offers the perfect mechanism for dispersal of barnacle larvae. Allowing the barnacle species to distribute themselves throughout global waters is a high fitness advantage of this commensalism.A free ride under the sea,,ignore,,,,
The maturation of eggs of Pomacea paludosa,,ignore,,,,
the mouse can be found in grassy fields or grazed prairie.  Their nest is globular and has a dimension of 10 cm to 11 cm. It is formed of compacted grasses and has one opening.  Sex ratio in their habitat is almost 1,,ignore,,,,
the Myrothamnaceae and the Gunneraceae look very different,,ignore,,,,
the Myrothamnaceae and the Gunneraceae look very different,,ignore,,,,
the new taxon is associated with plants such as,,ignore,,,,
the numbers are juvenile gecarcinucid crabs / n Cirolana spp. Locality and depth shells (n) shrimps (n) Other taxa E shore,,ignore,,,,
the only ones for which the growth rates are known). The only species known to grow faster than this is Doridella obscura. Fiona pinnata can grow from 8 mm to 20 mm in 4 days.<br/><br/>File,,ignore,,,,
The Pomatiopsidae have various life habits,,ignore,,,,
The pteropods Clione limacina feed almost entirely on Limacina helicina and Limacina retroversa.Lalli C. M. & Gilmer R. W. (1989). Pelagic Snails. The biology of holoplanktonic gastropod molluscs. Stanford University Press,,ignore,,,,
the rather comprehensive ecological data indicates that habitat in the Faiyum region changed at the start of the Oligocene,,ignore,,,,
the ratio of males to females was between 16,,ignore,,,,
The reproductive biology of this species was studied by Silva et al. (2008),,ignore,,,,
The size of the egg is 1.5 mm.Heller J.,,ignore,,,,
the species can produce occasionally 3 generations per year. They are hatching from eggs. The shape of egg cluster is rounded to oval shape even when containing more eggs. There are usually 2–15 eggs in cluster.<br/><br/>Parasites Galba truncatula is an intermediate host for these known trematodes and nematodes,,ignore,,,,
The species inhabits a small area in the Western Caucasus in the vicinity of Sochi. It is known from two localities,,ignore,,,,
The species is invasive in New Caledonia. image,,ignore,,,,
the squid are an important prey item for large fish such as tuna and sharks and a number of cetaceans,,ignore,,,,
the squid are an important prey item for large fish such as tuna and sharks and a number of cetaceans,,ignore,,,,
the two individuals attacked one another back and forth for several minutes (Suppl. material 2,,ignore,,,,
the winters are cool and most of the 200 mm annual rainfall is concentrated between March and May (see details in chapter  Study area  above). The specimen of P. minutulus sp. n. was taken by a pitfall trap which also caught ants of the following taxa,,ignore,,,,
Theaceae,,ignore,,,,
their life cycles are parallel. The medusae Solmundella bitentaculata and Diplulmaris antarctica<br/><br/>The myctophid fish Ceratoscopelus warmingii is one of numerous fish species that prey on Limacina rangii<br/><br/> Fish in the family Myctophidae heavily depend on Limacina rangii. Limacina are food for a number of myctophid fishes in the Southern Ocean,,ignore,,,,
then becoming flat and truncate when fruit matures. Phenology,,ignore,,,,
there are three cohorts,,ignore,,,,
there are two types of movements,,ignore,,,,
there is one exception,,ignore,,,,
there were other serpulids,,ignore,,,,
there were other serpulids,,ignore,,,,
these sponges lived throughout the marine water column.<br/><br/>File,,ignore,,,,
they alter the periwinkles' behaviour,,ignore,,,,
they are sometimes separated as flammulated attila (Attila flammulatus) . Their characteristic song given at dawn has been analyzed in detail,,ignore,,,,
they found that this species feeds on demosponges and exhibits diet of nine species,,ignore,,,,
thin layer between ovary walls and seeds. Label remarks,,ignore,,,,
thin section/acetate peel (multi-specimen),,ignore,,,,
thin section/acetate peel (multi-specimen),,ignore,,,,
this beetle was also reared from most of these plants (cf. Muscarella et al. 2013). Lichenophanes varius seems to attack only wood invaded by the mycelia of some Xylariaceae fungi (Pyrenomycetes),,ignore,,,,
this beetle was also reared from most of these plants (cf. Muscarella et al. 2013). Lichenophanes varius seems to attack only wood invaded by the mycelia of some Xylariaceae fungi (Pyrenomycetes),,ignore,,,,
This is a voucher specimen for anticancer and antiAIDS screening. NCI Sample Number,,ignore,,,,
